Heating Fuel,Measure Values,State,Upgrade Package Assignment,Measure Names
Electricity,44844.78363,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,67895.96101,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,65974.70958,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,57374.42357,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48952.10034,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,108954.4378,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,85321.29092,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,66114.57509,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53024.24243,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,63162.80636,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,66304.80609,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,65657.83471,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49217.02633,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43963.45305,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,62676.12878,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,61106.26704,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47475.29886,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38049.27478,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,31949.19329,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,77213.65823,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,162095.9788,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,60845.91504,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,72050.60336,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,115890.2212,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,145050.7807,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,63157.41459,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,62045.48204,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,71149.05753,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,38062.20952,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,45137.70804,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56254.67182,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59178.66961,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,45581.06924,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,43413.07926,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,59058.90214,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59392.46577,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,50229.52084,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48771.28572,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,65320.2072,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53327.05032,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,61547.52774,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48198.67183,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,67511.81817,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,50502.31813,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43321.86521,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43807.39382,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,68545.03588,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,59747.19901,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46849.20647,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,37469.19248,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,87687.15748,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,77375.93356,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,55727.49984,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,86872.72611,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,71015.1623,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,54923.34486,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53346.23553,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46414.48432,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,44112.64429,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,63378.86248,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,62194.44687,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52132.95034,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,50109.20983,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,64264.48163,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,78042.75453,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59203.19761,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52734.30795,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,57512.30533,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,62792.81603,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46134.2745,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43229.68725,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,53479.73258,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44085.10269,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41029.0453,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,42468.25808,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,76065.3912,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,61254.95867,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,58604.05179,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,138875.2016,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,73775.49499,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,49512.74237,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,36133.70305,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,43279.90675,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,42927.15432,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,39762.13609,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,72423.37231,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54295.05759,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,42803.16603,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,42329.34839,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,58348.51952,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59155.27227,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47138.4323,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47877.90954,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,76303.72932,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,74063.7147,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56687.39863,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,51341.24641,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,41051.52923,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,57667.15597,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42995.79599,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42483.0826,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,53656.10727,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,65115.06661,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41307.53213,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47912.66521,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,47649.38709,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,139347.1669,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,62003.40963,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,68898.98226,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,54777.02416,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53956.76834,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49833.00722,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,44215.00598,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,58927.98957,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60208.42737,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,51849.95694,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49389.81965,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,58959.99083,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56174.9741,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60367.82523,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54550.78128,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,54271.29281,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58329.59819,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48675.31826,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42936.35303,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,54757.46318,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,67287.65478,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35876.6156,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45015.18956,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,56220.89056,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,64001.30854,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,53877.70419,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,112417.617,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,72538.44719,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,50515.97336,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,66846.7704,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,70180.72181,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,43317.89696,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48110.28727,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,52472.21499,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39732.71678,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,62600.53307,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
